3,1,7,5,7,0,1,mwana wamambo,muranda kumwe,mudiki,anotyisa,ndihombarume,pedzisa tsumo,0,0
3,1,7,5,7,0,2,kure kwegava,ndokusina mutsubvu,kune sango,kumhiri kwerwizi,kune shumba,pedzisa tsumo,0,0
3,1,7,5,7,0,3,Sango rinopa,waneta,mangwanani,vazhinji,vakuru,pedzisa tsumo,0,0
3,1,7,5,7,0,4,Tsapata rukukwe,hazvienzane nekurara pasi,hazvienzane nekurara mugota,hazvienzane neasina,rwunoponesa,pedzisa tsumo,0,0
3,1,7,5,7,0,5,Chara chimwe,hachitswanyi inda,hachibike sadza,hachina ndima,chinoparira,pedzisa tsumo,0,0
3,1,7,5,7,0,6,Kukwira gomo,hupoterera,hufambisa,hufumira,kunoda vaviri,pedzisa tsumo,0,0
3,1,7,5,7,0,7,Gudo guru peta muswe ,kuti vadiki vakutye,tsoko dziwane pekutambira,shumba dzisakuone,usadonhe mumuti,pedzisa tsumo,0,0
3,1,7,5,7,0,8,Kezeza chati kwata ,hunge une katurike,hunge une kanyaya,hunge une makuhwa,hunge uri murombo,pedzisa tsumo,0,0
3,1,7,5,7,0,9,rume rimwe,harikombe churu,rinoruta,harina ndima,hariroore,pedzisa tsumo,0,0
3,1,7,5,7,0,10,rega dzive shiri,mazai haana muto,tiwane chinotivaraidza,dhimba haina besu,dzitiimbire,pedzisa tsumo,0,0
3,4,7,5,7,0,1,kubva zano,kuchembera,kushaya zano,kurasika,kuyaruka,dudzira dimikira,0,0
3,4,7,5,7,0,2,kuva neruoko rurefu,kuba,kurima zvikuru,kupa,kudyisa,dudzira dimikira,0,0
3,4,7,5,7,0,3,kusekana kwana kamba,kutsvinyirana kwevanhu vane urema hwakafanana,kushora vasingagone kumhanya,kuseka munhu asingageze,kutukana zvikuru,dudzira dimikira,0,0
3,4,7,5,7,0,4,kudya moto,kupopota zvakanyanya,kuva nezvivindi,kunyeba,kutya,dudzira dimikira,0,0
3,4,7,5,7,0,5,kutsenga mvura,kudadada,kufarisa,kupopota,kutsvedza,dudzira dimikira,0,0
3,9,7,5,7,0,1,kakomana kemisikanzwa kakanzi _______ nembama,watsu,dhi,bho,zvambu,sarudza nyaudzosingwi yakakodzera,0,0
3,9,7,5,7,0,2,amai vakatungidza mwenje mumba muchibva mati _______,gwee,ndoo,zee,piriviri,sarudza nyaudzosingwi yakakodzera,0,0
3,9,7,5,7,0,3,"paakanzwa musindo, musikana akabva ati _______ nemadziro",kwati,kata,hutu,ware,sarudza nyaudzosingwi yakakodzera,0,0
3,9,7,5,7,0,4,damba rakanzwika kuti _______ necheseri kwemba,do,ngo,kata,nje,sarudza nyaudzosingwi yakakodzera,0,0
3,9,7,5,7,0,5,Tendai akati _______ nenzira akananga kumusha,tande,kata,nya,verere,sarudza nyaudzosingwi yakakodzera,0,0
3,11,7,5,7,0,1,mutyairi aisanyatsoona nzira sezvo kwaive ne_______,mhute,chiedza,vanhu,ruzha,zadzisa nezwi rakakodzera,0,0
3,11,7,5,7,0,2,hutsi _______ pachoto chasekuru,hwaipfumbuka,hwaiererera,hwaitsvedza,hwaifamba,zadzisa nezwi rakakodzera,0,0
3,11,7,5,7,0,3,ambuya vakayanika zviyo _______,paruware,pachuru,mumvura,munzira,zadzisa nezwi rakakodzera,0,0
3,11,7,5,7,0,4,baba vakakwidza _______ vachibva murwizi Save,makata,materu,manenji,mawere,zadzisa nezwi rakakodzera,0,0
3,11,7,5,7,0,5,panaosangana nzira panonzi _______,mhararano,bazi,zambuko,rwizi,zadzisa nezwi rakakodzera,0,0
3,13,7,5,7,0,1,gore rino kwakapisa saka mvura _______ mutsime,yapwa,yabvinina,yawanda,yapera,zadzisa nezwi rakakodzera,0,0
3,13,7,5,7,0,2,takaona kamba _______,ichinanaira,ichimhanya,ichifemuruka,ichisvetuka,zadzisa nezwi rakakodzera,0,0
3,13,7,5,7,0,3,shangu dzangu hadzichapfekeka nekuti ,dzasakara,dzapera,dzanyungudika,dzarembere,zadzisa nezwi rakakodzera,0,0
3,13,7,5,7,0,4,hapana ari kufarira kudya mazhanje aya nekuti,akashapa,anotapira,ane huturu,,zadzisa nezwi rakakodzera,0,0
3,13,7,5,7,0,5,mashizha aive _______ pamusoro pemvura,akayangaruka,akanyura,akarembera,akakotama,zadzisa nezwi rakakodzera,0,0
3,13,7,5,7,0,6,hapana anoda kudya naShingai nekuti ane ,nhafu,rudo,hasha,nungo,zadzisa nezwi rakakodzera,0,0
3,13,7,5,7,0,7,musaite <u>mheremhere</u> pachikoro,ruzha,ruvengo,mhere,humbavha,zadzisa nezwi rakakodzera,0,0
3,12,7,5,7,0,1,shiri yakabatwa ne _______,urimbo,dhibhura,duwo,dendere,zadzisa nezwi rakakodzera,0,0
3,12,7,5,7,0,2,amai vaive _______ tswanda vachibva kumunda,vakadengezera,vakagumbatira,vakarembedza,vakatsigira,zadzisa nezwi rakakodzera,0,0
3,12,7,5,7,0,3,Farisai akatakura _______ rehuni,svinga,mwanda,saga,tsumbu,zadzisa nezwi rakakodzera,0,0
3,12,7,5,7,0,4,sekuru vakatora _______ ndokutanga kuveza mupinyi webadza,mbezo,demo,gano,badza,zadzisa nezwi rakakodzera,0,0
3,12,7,5,7,0,5,pinda _______ unokore nzungu,mudura,mudara,mumunda,mudziva,zadzisa nezwi rakakodzera,0,0
3,12,7,5,7,0,6,tiri kuda _______ kuti titurike denga remba,mbariro,zvidhinha,jecha,mvura,zadzisa nezwi rakakodzera,0,0
3,12,7,5,7,0,7,tine _______ mbiri dzinokamwa mukaka,mhou,handira,ngunzi,mhuru,zadzisa nezwi rakakodzera,0,0
3,14,7,5,7,0,1,sekai auya _______ dzerupiza,nenyemba,nenyimo,nenzungu,nenzimbe,zadzisa nezwi rakakodzera,0,0
3,14,7,5,7,0,2,sekuru vangu vave harahwa isisina kana _______,meno,mabvi,maoko,musoro,zadzisa nezwi rakakodzera,0,0
3,14,7,5,7,0,3,sadza risina kuibva rionzi ______,mbodza,dombo,musungwa,mutuhwi,zadzisa nezwi rakakodzera,0,0
3,14,7,5,7,0,4,_______ chingwa tidye,bedura,tyora,dimbura,pwanya,zadzisa nezwi rakakodzera,0,0
3,14,7,5,7,0,5,tambo yemombe  ,yadimbuka,yatyoka,yabeduka,yapfupfunyuka,zadzisa nezwi rakakodzera,0,0
3,6,7,5,7,0,1,tora <u>demo</u> nditeme huni,sanhu,banga,mbezo,gano,sarudza izwi rinoreva zvakafanana nerakatarwa,0,0
3,6,7,5,7,0,2,farisai ane <u>nungo</u> zvekuti haadi kuita chero basa,husimbe,njere,hope,nyota,sarudza izwi rinoreva zvakafanana nerakatarwa,0,0
3,6,7,5,7,0,3,<u>teverai</u> mbavha dzapfuura nepano,rondai,tsvagai,fambai,rovai,sarudza izwi rinoreva zvakafanana nerakatarwa,0,0
3,6,7,5,7,0,4,<u>tarisa</u> kuMabvazuva,ringa,ona,mhanya,ibva,sarudza izwi rinoreva zvakafanana nerakatarwa,0,0
3,6,7,5,7,0,5,<u>taurai</u> zvamunoziva,revai,imbai,sekai,ombai,sarudza izwi rinoreva zvakafanana nerakatarwa,0,0
3,6,7,5,7,0,6,hapana <u>mukuyu</u> unovinga shiri,muonde,muzhanje,mushuku,muhacha,sarudza izwi rinopikisana nerakatarwa,0,0
3,7,7,5,7,0,1,<u>huya</u> uri wega,enda,famba,mhanya,seka,sarudza izwi rinopikisana nerakatarwa,0,0
3,7,7,5,7,0,2,Dhorobha riri <u>kure</u> nemusha wedu,pedyo,kunze,pasi,seri,sarudza izwi rinopikisana nerakatarwa,0,0
3,7,7,5,7,0,3,anodada ne<u>hurefu</u> hwemunda wake,hupfupi,hupamhi,hukuru,hukobvu,sarudza izwi rinopikisana nerakatarwa,0,0
3,7,7,5,7,0,4,musha uyu uzere ne<u>ruvengo</u>,rudo,ruzha,hupfumi,hasha,sarudza izwi rinopikisana nerakatarwa,0,0
3,7,7,5,7,0,5,Nhasi <u>tinokurumidza</u>,tinononoka,tinokasika,tinorasika,tinoshaika,sarudza izwi rinopikisana nerakatarwa,0,0